
+Date,Amount,Category,Description,Department,Urgency,Complexity,AutoApprove,Approver,ApproverName,ApproverPosition,ApproverDepartment,SpendingLimit,RequireReceipt,ComplianceLimit
2023-11-10 14:02:22.859378,219.14,Wifi,Wifi expense on 2023-11-10,Finance,High,High,True,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,50
2024-04-15 14:02:22.859378,403.71,Office Supplies,Office Supplies expense on 2024-04-15,HR,Low,High,True,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,False,100
2023-10-28 14:02:22.859378,456.92,Wifi,Wifi expense on 2023-10-28,Finance,Low,Medium,True,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,50
2023-08-12 14:02:22.859378,104.2,Miscellaneous,Miscellaneous expense on 2023-08-12,HR,Medium,Medium,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,False,200
2023-09-17 14:02:22.859378,95.09,Utilities,Utilities expense on 2023-09-17,Finance,High,Low,True,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,False,200
2023-06-29 14:02:22.859378,208.93,Office Supplies,Office Supplies expense on 2023-06-29,IT,High,High,True,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,False,100
2023-06-26 14:02:22.859378,339.94,Office Supplies,Office Supplies expense on 2023-06-26,IT,Medium,High,True,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,False,100
2024-02-29 14:02:22.859378,297.13,Software,Software expense on 2024-02-29,Finance,High,Low,False,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,200
2023-10-31 14:02:22.859378,451.05,Equipment,Equipment expense on 2023-10-31,Operations,Low,High,False,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,1000
2023-09-20 14:02:22.859378,93.26,Software,Software expense on 2023-09-20,Finance,Medium,Medium,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,200
2023-08-18 14:02:22.859378,215.75,Marketing,Marketing expense on 2023-08-18,Finance,High,Low,False,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,1000
2023-10-27 14:02:22.859378,261.74,Office Supplies,Office Supplies expense on 2023-10-27,Finance,Medium,Medium,True,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,False,100
2023-10-03 14:02:22.859378,321.52,Wifi,Wifi expense on 2023-10-03,Operations,High,High,True,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,50
2023-10-19 14:02:22.859378,321.1,Miscellaneous,Miscellaneous expense on 2023-10-19,HR,High,High,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,False,200
2023-06-15 14:02:22.859378,124.83,Software,Software expense on 2023-06-15,Finance,Medium,High,False,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,200
2023-08-06 14:02:22.859378,88.49,Meals,Meals expense on 2023-08-06,Finance,High,Medium,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,50
2023-07-23 14:02:22.859378,316.36,Maintenance,Maintenance expense on 2023-07-23,Finance,High,Low,True,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,500
2024-02-12 14:02:22.859378,463.76,Equipment,Equipment expense on 2024-02-12,Finance,Medium,Low,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,1000
2023-12-07 14:02:22.859378,492.7,Miscellaneous,Miscellaneous expense on 2023-12-07,IT,High,Low,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,False,200
2024-04-09 14:02:22.859378,40.8,Office Supplies,Office Supplies expense on 2024-04-09,HR,Low,High,True,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,False,100
2024-01-09 14:02:22.859378,143.74,Meals,Meals expense on 2024-01-09,Finance,High,Low,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,50
2024-01-24 14:02:22.859378,475.26,Travel,Travel expense on 2024-01-24,HR,High,Medium,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,500
2023-06-08 14:02:22.859378,189.42,Office Supplies,Office Supplies expense on 2023-06-08,Operations,High,Low,True,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,False,100
2023-11-03 14:02:22.859378,56.61,Wifi,Wifi expense on 2023-11-03,IT,Low,Medium,True,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,50
2024-01-26 14:02:22.859378,116.39,Equipment,Equipment expense on 2024-01-26,HR,Low,Medium,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,1000
2023-12-13 14:02:22.859378,173.14,Travel,Travel expense on 2023-12-13,Finance,High,Low,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,500
2023-08-01 14:02:22.859378,73.73,Utilities,Utilities expense on 2023-08-01,HR,High,Medium,True,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,False,200
2024-01-18 14:02:22.859378,368.11,Office Supplies,Office Supplies expense on 2024-01-18,IT,Low,Medium,True,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,False,100
2023-09-10 14:02:22.859378,60.45,Maintenance,Maintenance expense on 2023-09-10,HR,High,Low,True,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,500
2024-01-05 14:02:22.859378,341.49,Marketing,Marketing expense on 2024-01-05,HR,Medium,Low,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,1000
2023-11-03 14:02:22.859378,309.84,Marketing,Marketing expense on 2023-11-03,HR,Medium,Medium,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,1000
2023-08-25 14:02:22.859378,324.53,Maintenance,Maintenance expense on 2023-08-25,Operations,Low,High,True,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,500
2023-06-27 14:02:22.859378,152.6,Office Supplies,Office Supplies expense on 2023-06-27,IT,High,Medium,True,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,False,100
2024-02-18 14:02:22.859378,304.86,Maintenance,Maintenance expense on 2024-02-18,IT,High,High,True,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,500
2023-09-08 14:02:22.859378,220.74,Utilities,Utilities expense on 2023-09-08,Finance,High,High,True,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,False,200
2024-01-11 14:02:22.859378,284.86,Equipment,Equipment expense on 2024-01-11,Finance,Low,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,1000
2023-10-18 14:02:22.859378,146.54,Travel,Travel expense on 2023-10-18,Finance,Medium,High,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,500
2024-04-26 14:02:22.859378,141.46,Meals,Meals expense on 2024-04-26,Operations,High,High,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,50
2023-12-01 14:02:22.859378,163.7,Meals,Meals expense on 2023-12-01,Finance,Medium,Low,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,50
2023-05-31 14:02:22.859378,118.82,Miscellaneous,Miscellaneous expense on 2023-05-31,HR,Medium,Medium,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,False,200
2023-07-27 14:02:22.859378,325.75,Utilities,Utilities expense on 2023-07-27,Finance,Medium,Low,True,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,False,200
2023-06-01 14:02:22.859378,449.8,Equipment,Equipment expense on 2023-06-01,HR,Medium,Low,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,1000
2024-02-05 14:02:22.859378,343.97,Maintenance,Maintenance expense on 2024-02-05,IT,Low,Low,True,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,500
2023-12-26 14:02:22.859378,338.2,Software,Software expense on 2023-12-26,IT,High,Low,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,200
2024-04-08 14:02:22.859378,226.74,Meals,Meals expense on 2024-04-08,IT,Low,High,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,50
2023-08-13 14:02:22.859378,379.92,Training,Training expense on 2023-08-13,Finance,Medium,High,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,300
2024-03-23 14:02:22.859378,123.51,Equipment,Equipment expense on 2024-03-23,HR,Low,Low,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,1000
2023-09-29 14:02:22.859378,346.16,Maintenance,Maintenance expense on 2023-09-29,Operations,High,Medium,True,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,500
2023-05-25 14:02:22.859378,449.13,Meals,Meals expense on 2023-05-25,IT,Medium,High,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,50
2024-01-16 14:02:22.859378,265.02,Equipment,Equipment expense on 2024-01-16,Finance,Low,High,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,1000
2023-06-15 14:02:22.859378,260.91,Miscellaneous,Miscellaneous expense on 2023-06-15,HR,Medium,High,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,False,200
2023-09-15 14:02:22.859378,297.23,Equipment,Equipment expense on 2023-09-15,Operations,Medium,Medium,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,1000
2023-12-20 14:02:22.859378,200.35,Office Supplies,Office Supplies expense on 2023-12-20,HR,Low,Low,True,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,False,100
2023-12-27 14:02:22.859378,20.12,Training,Training expense on 2023-12-27,Finance,Low,Low,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,300
2023-11-12 14:02:22.859378,222.26,Meals,Meals expense on 2023-11-12,IT,High,Medium,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,50
2023-11-20 14:02:22.859378,421.04,Equipment,Equipment expense on 2023-11-20,IT,Medium,High,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,1000
2023-12-24 14:02:22.859378,471.97,Utilities,Utilities expense on 2023-12-24,Finance,Low,Medium,True,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,False,200
2023-06-25 14:02:22.859378,204.96,Wifi,Wifi expense on 2023-06-25,HR,High,Medium,True,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,50
2023-08-13 14:02:22.859378,450.77,Utilities,Utilities expense on 2023-08-13,Finance,Low,Medium,True,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,False,200
2023-08-17 14:02:22.859378,438.51,Travel,Travel expense on 2023-08-17,Finance,Low,High,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,500
2023-11-13 14:02:22.859378,95.28,Office Supplies,Office Supplies expense on 2023-11-13,IT,Low,Medium,True,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,False,100
2024-02-21 14:02:22.859378,359.84,Software,Software expense on 2024-02-21,HR,Medium,Low,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,200
2023-07-03 14:02:22.859378,27.97,Office Supplies,Office Supplies expense on 2023-07-03,Operations,High,Medium,True,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,False,100
2023-09-08 14:02:22.859378,185.34,Training,Training expense on 2023-09-08,IT,Medium,Medium,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,300
2023-07-15 14:02:22.859378,90.73,Software,Software expense on 2023-07-15,HR,Medium,High,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,200
2024-04-10 14:02:22.859378,362.28,Maintenance,Maintenance expense on 2024-04-10,HR,Low,Low,True,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,500
2023-09-20 14:02:22.859378,249.79,Training,Training expense on 2023-09-20,Finance,High,Medium,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,300
2024-05-06 14:02:22.859378,91.59,Equipment,Equipment expense on 2024-05-06,HR,Low,Low,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,1000
2023-12-15 14:02:22.859378,387.51,Travel,Travel expense on 2023-12-15,Finance,High,High,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,500
2024-03-26 14:02:22.859378,133.5,Equipment,Equipment expense on 2024-03-26,IT,Medium,Medium,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,1000
2024-05-01 14:02:22.859378,45.9,Meals,Meals expense on 2024-05-01,IT,High,Low,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,50
2023-08-23 14:02:22.859378,288.82,Miscellaneous,Miscellaneous expense on 2023-08-23,HR,Low,High,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,False,200
2023-09-16 14:02:22.859378,130.31,Software,Software expense on 2023-09-16,HR,Low,High,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,200
2023-06-17 14:02:22.859378,494.56,Miscellaneous,Miscellaneous expense on 2023-06-17,HR,High,Low,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,False,200
2023-08-22 14:02:22.859378,350.63,Utilities,Utilities expense on 2023-08-22,Finance,Medium,High,True,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,False,200
2023-05-30 14:02:22.859378,226.58,Maintenance,Maintenance expense on 2023-05-30,HR,Medium,Medium,True,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,500
2023-06-29 14:02:22.859378,345.26,Utilities,Utilities expense on 2023-06-29,IT,Medium,High,True,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,False,200
2023-05-18 14:02:22.859378,121.42,Office Supplies,Office Supplies expense on 2023-05-18,HR,High,Medium,True,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,False,100
2023-10-05 14:02:22.859378,435.42,Equipment,Equipment expense on 2023-10-05,Finance,High,Low,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,1000
2023-10-04 14:02:22.859378,12.96,Utilities,Utilities expense on 2023-10-04,HR,Medium,High,True,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,False,200
2023-10-13 14:02:22.859378,380.77,Miscellaneous,Miscellaneous expense on 2023-10-13,IT,Medium,Medium,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,False,200
2023-11-21 14:02:22.859378,326.88,Meals,Meals expense on 2023-11-21,Operations,Medium,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,50
2024-01-29 14:02:22.859378,233.15,Office Supplies,Office Supplies expense on 2024-01-29,IT,High,Low,True,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,False,100
2023-11-18 14:02:22.859378,30.51,Office Supplies,Office Supplies expense on 2023-11-18,IT,Low,High,True,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,False,100
2023-12-27 14:02:22.859378,490.02,Miscellaneous,Miscellaneous expense on 2023-12-27,Finance,Medium,Medium,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,False,200
2024-02-03 14:02:22.859378,137.32,Maintenance,Maintenance expense on 2024-02-03,Finance,High,High,True,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,500
2023-07-01 14:02:22.859378,33.6,Marketing,Marketing expense on 2023-07-01,IT,High,Medium,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,1000
2024-04-21 14:02:22.859378,386.82,Wifi,Wifi expense on 2024-04-21,Operations,Low,High,True,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,50
2023-07-03 14:02:22.859378,41.83,Travel,Travel expense on 2023-07-03,HR,High,Low,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,500
2023-11-06 14:02:22.859378,106.86,Utilities,Utilities expense on 2023-11-06,HR,Low,High,True,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,False,200
2024-02-01 14:02:22.859378,410.32,Marketing,Marketing expense on 2024-02-01,Operations,Low,Medium,False,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,1000
2023-08-07 14:02:22.859378,16.73,Miscellaneous,Miscellaneous expense on 2023-08-07,Operations,Low,Low,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,False,200
2024-03-12 14:02:22.859378,98.95,Training,Training expense on 2024-03-12,Operations,Low,Low,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,300
2023-12-07 14:02:22.859378,483.13,Miscellaneous,Miscellaneous expense on 2023-12-07,Operations,Medium,Medium,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,False,200
2024-02-10 14:02:22.859378,178.56,Equipment,Equipment expense on 2024-02-10,HR,Medium,Low,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,1000
2024-01-17 14:02:22.859378,154.92,Meals,Meals expense on 2024-01-17,HR,Medium,Low,False,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,50
2023-10-15 14:02:22.859378,383.99,Software,Software expense on 2023-10-15,HR,High,Low,False,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,200
2023-11-02 14:02:22.859378,450.72,Software,Software expense on 2023-11-02,Finance,Medium,Low,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,200
2024-03-10 14:02:22.859378,362.09,Office Supplies,Office Supplies expense on 2024-03-10,Operations,High,High,True,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,False,100
2024-02-27 14:02:22.859378,453.57,Maintenance,Maintenance expense on 2024-02-27,Finance,Low,Medium,True,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,500
2023-06-14 14:02:22.859378,75.83,Miscellaneous,Miscellaneous expense on 2023-06-14,HR,Medium,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,False,200
2023-11-25 14:02:22.859378,139.32,Software,Software expense on 2023-11-25,Finance,Low,Low,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,200
2023-06-26 14:02:22.859378,160.51,Miscellaneous,Miscellaneous expense on 2023-06-26,IT,High,Medium,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,False,200
2023-05-27 14:02:22.859378,68.74,Meals,Meals expense on 2023-05-27,IT,Low,Medium,False,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,50
2024-05-04 14:02:22.859378,224.99,Training,Training expense on 2024-05-04,Operations,High,Low,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,300
2024-04-30 14:02:22.859378,131.85,Marketing,Marketing expense on 2024-04-30,HR,High,High,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,1000
2023-09-15 14:02:22.859378,275.81,Miscellaneous,Miscellaneous expense on 2023-09-15,Finance,High,High,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,False,200
2023-10-30 14:02:22.859378,458.68,Utilities,Utilities expense on 2023-10-30,IT,Low,Medium,True,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,False,200
2024-03-24 14:02:22.859378,456.5,Travel,Travel expense on 2024-03-24,Finance,Medium,Medium,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,500
2024-04-07 14:02:22.859378,311.24,Wifi,Wifi expense on 2024-04-07,Finance,Medium,Low,True,"{'Name': 'David', 'Position': 'Manager', 'Department': 'Operations'}",David,Manager,Operations,2500,True,50
2024-01-19 14:02:22.859378,449.14,Equipment,Equipment expense on 2024-01-19,Operations,High,High,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,1000
2023-07-26 14:02:22.859378,410.51,Miscellaneous,Miscellaneous expense on 2023-07-26,Operations,Low,High,False,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,False,200
2023-09-18 14:02:22.859378,74.85,Office Supplies,Office Supplies expense on 2023-09-18,Operations,High,High,True,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,False,100
2023-08-19 14:02:22.859378,393.71,Marketing,Marketing expense on 2023-08-19,HR,Low,High,False,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,1000
2023-11-22 14:02:22.859378,208.45,Miscellaneous,Miscellaneous expense on 2023-11-22,HR,High,Low,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,False,200
2024-05-04 14:02:22.859378,488.21,Equipment,Equipment expense on 2024-05-04,Finance,High,High,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,1000
2024-02-01 14:02:22.859378,448.36,Miscellaneous,Miscellaneous expense on 2024-02-01,Operations,Medium,Medium,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,False,200
2023-10-03 14:02:22.859378,228.92,Marketing,Marketing expense on 2023-10-03,IT,High,High,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,1000
2023-11-01 14:02:22.859378,276.78,Office Supplies,Office Supplies expense on 2023-11-01,Operations,High,High,True,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,False,100
2023-08-06 14:02:22.859378,118.3,Equipment,Equipment expense on 2023-08-06,Operations,High,High,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,1000
2023-08-09 14:02:22.859378,21.54,Software,Software expense on 2023-08-09,IT,Low,Low,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,200
2023-06-03 14:02:22.859378,462.63,Equipment,Equipment expense on 2023-06-03,Finance,Low,High,False,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,True,1000
2023-08-01 14:02:22.859378,274.66,Equipment,Equipment expense on 2023-08-01,Operations,High,Low,False,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,1000
2023-10-20 14:02:22.859378,19.72,Utilities,Utilities expense on 2023-10-20,Finance,Medium,Medium,True,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,False,200
2023-10-11 14:02:22.859378,259.57,Utilities,Utilities expense on 2023-10-11,IT,Low,High,True,"{'Name': 'Bob', 'Position': 'Supervisor', 'Department': 'HR'}",Bob,Supervisor,HR,1500,False,200
2023-11-25 14:02:22.859378,488.32,Maintenance,Maintenance expense on 2023-11-25,HR,Medium,Medium,True,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,500
2023-11-16 14:02:22.859378,461.77,Travel,Travel expense on 2023-11-16,Operations,Medium,High,False,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,500
2023-07-17 14:02:22.859378,317.53,Wifi,Wifi expense on 2023-07-17,Finance,Medium,Medium,True,"{'Name': 'Charlie', 'Position': 'Director', 'Department': 'IT'}",Charlie,Director,IT,2000,True,50
2023-11-13 14:02:22.859378,21.24,Meals,Meals expense on 2023-11-13,HR,Medium,High,False,"{'Name': 'Alice', 'Position': 'Manager', 'Department': 'Finance'}",Alice,Manager,Finance,1000,True,50
2023-07-06 14:02:22.859378,294.27,Training,Training expense on 2023-07-06,IT,High,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor', 'Department': 'Finance'}",Eve,Supervisor,Finance,3000,True,300
